,Entry Time,Exit Time,Symbol,Direction,Entry,Exit
0,2018-01-01 14:30:00,2018-01-03 17:45:00,BCHUSD,LONG,2279.99,2592.5
1,2018-01-06 14:45:00,2018-01-06 17:30:00,BCHUSD,LONG,2533.53,2575.2
2,2018-01-10 17:45:00,2018-01-13 21:45:00,BCHUSD,LONG,2670.54,2655.85
3,2018-01-16 07:00:00,2018-01-16 20:15:00,BCHUSD,LONG,2284.72,1937.0
4,2018-01-17 12:15:00,2018-01-18 17:45:00,BCHUSD,LONG,1669.8,1853.44
5,2018-01-19 05:45:00,2018-01-20 00:45:00,BCHUSD,LONG,1785.0,1772.74
6,2018-01-21 19:00:00,2018-01-22 11:00:00,BCHUSD,LONG,1789.68,1762.76
7,2018-01-23 12:15:00,2018-01-24 05:30:00,BCHUSD,LONG,1544.88,1591.11
8,2018-01-24 19:45:00,2018-01-24 22:30:00,BCHUSD,LONG,1630.0,1622.0
9,2018-01-24 23:00:00,2018-01-25 20:45:00,BCHUSD,LONG,1615.71,1650.65
10,2018-01-26 00:15:00,2018-01-30 21:30:00,BCHUSD,LONG,1627.08,1458.75
11,2018-01-30 22:15:00,2018-01-31 05:00:00,BCHUSD,LONG,1485.78,1425.88
12,2018-01-31 20:45:00,2018-02-02 04:15:00,BCHUSD,LONG,1465.0,1164.0
13,2018-02-07 01:45:00,2018-02-07 15:00:00,BCHUSD,LONG,958.84,1006.92
14,2018-02-09 09:45:00,2018-02-09 21:15:00,BCHUSD,LONG,1321.29,1268.35
15,2018-02-09 22:30:00,2018-02-10 04:45:00,BCHUSD,LONG,1280.35,1334.29
16,2018-02-10 06:00:00,2018-02-11 11:15:00,BCHUSD,LONG,1350.0,1218.96
17,2018-02-12 08:30:00,2018-02-16 19:30:00,BCHUSD,LONG,1279.0,1465.19
18,2018-02-20 02:30:00,2018-02-20 08:30:00,BCHUSD,LONG,1533.0,1513.79
19,2018-02-20 13:00:00,2018-02-21 20:30:00,BCHUSD,LONG,1511.77,1291.0
20,2018-02-21 23:30:00,2018-02-25 20:45:00,BCHUSD,LONG,1290.0,1164.87
21,2018-02-26 09:30:00,2018-02-28 08:15:00,BCHUSD,LONG,1154.27,1239.43
22,2018-02-28 18:15:00,2018-03-02 03:45:00,BCHUSD,LONG,1219.98,1279.01
