,Entry Time,Exit Time,Symbol,Direction,Entry,Exit
0,2018-01-07 06:00:00,2018-01-12 22:20:00,BCHUSD,LONG,2637.0,2601.58
1,2018-01-13 02:40:00,2018-01-18 17:40:00,BCHUSD,LONG,2592.99,1853.44
2,2018-01-18 20:00:00,2018-01-20 00:40:00,BCHUSD,LONG,1878.61,1772.74
3,2018-01-21 04:00:00,2018-01-21 04:20:00,BCHUSD,LONG,1918.59,1900.01
4,2018-01-22 03:20:00,2018-01-23 03:40:00,BCHUSD,LONG,1761.92,1628.88
5,2018-01-24 06:00:00,2018-01-24 10:00:00,BCHUSD,LONG,1598.99,1621.87
6,2018-01-24 19:40:00,2018-02-02 19:40:00,BCHUSD,LONG,1630.0,1158.42
7,2018-02-06 18:20:00,2018-02-07 18:00:00,BCHUSD,LONG,895.35,1024.9
8,2018-02-09 01:20:00,2018-02-10 04:40:00,BCHUSD,LONG,1206.06,1334.29
9,2018-02-10 13:40:00,2018-02-11 19:20:00,BCHUSD,LONG,1286.0,1252.29
10,2018-02-12 07:00:00,2018-02-13 18:20:00,BCHUSD,LONG,1241.89,1241.67
11,2018-02-16 14:20:00,2018-02-17 11:40:00,BCHUSD,LONG,1494.98,1520.42
12,2018-02-19 19:00:00,2018-02-20 22:20:00,BCHUSD,LONG,1522.0,1473.8
13,2018-02-21 01:20:00,2018-02-21 20:00:00,BCHUSD,LONG,1398.62,1295.55
14,2018-02-25 20:00:00,2018-02-25 20:40:00,BCHUSD,LONG,1168.94,1164.87
15,2018-02-26 21:20:00,2018-02-26 23:20:00,BCHUSD,LONG,1256.84,1247.0
16,2018-02-28 15:00:00,2018-03-02 03:40:00,BCHUSD,LONG,1220.08,1279.01
17,2018-03-03 02:20:00,2018-03-03 07:20:00,BCHUSD,LONG,1286.1,1279.51
18,2018-03-03 12:20:00,2018-03-03 18:40:00,BCHUSD,LONG,1283.76,1276.01
19,2018-03-03 22:40:00,2018-03-04 05:20:00,BCHUSD,LONG,1262.08,1239.0
20,2018-03-04 19:00:00,2018-03-04 23:40:00,BCHUSD,LONG,1267.72,1279.79
21,2018-03-05 13:40:00,2018-03-09 01:20:00,BCHUSD,LONG,1276.71,1031.03
22,2018-03-09 19:40:00,2018-03-10 11:40:00,BCHUSD,LONG,969.21,1050.24
23,2018-03-10 12:00:00,2018-03-12 09:40:00,BCHUSD,LONG,1050.75,1124.85
24,2018-03-12 21:20:00,2018-03-13 02:00:00,BCHUSD,LONG,1040.16,1055.0
25,2018-03-15 04:20:00,2018-03-15 09:20:00,BCHUSD,LONG,888.61,929.83
26,2018-03-15 12:40:00,2018-03-17 17:00:00,BCHUSD,LONG,937.57,961.96
27,2018-03-18 11:20:00,2018-03-19 17:40:00,BCHUSD,LONG,898.07,956.01
28,2018-03-20 23:40:00,2018-03-22 17:00:00,BCHUSD,LONG,1061.66,1004.0
29,2018-03-23 02:40:00,2018-03-24 20:40:00,BCHUSD,LONG,970.93,1012.1
30,2018-03-26 08:20:00,2018-03-28 04:20:00,BCHUSD,LONG,969.96,878.71
31,2018-03-28 19:20:00,2018-04-06 20:40:00,BCHUSD,LONG,856.4,607.56
32,2018-04-07 14:00:00,2018-04-08 08:00:00,BCHUSD,LONG,627.97,645.74
33,2018-04-08 11:00:00,2018-04-08 16:40:00,BCHUSD,LONG,648.89,650.23
34,2018-04-08 21:00:00,2018-04-09 22:40:00,BCHUSD,LONG,651.09,629.0
35,2018-04-10 05:20:00,2018-04-10 20:40:00,BCHUSD,LONG,639.91,649.25
36,2018-04-11 02:00:00,2018-04-11 12:40:00,BCHUSD,LONG,652.0,648.82
37,2018-04-11 15:40:00,2018-04-13 04:40:00,BCHUSD,LONG,653.44,735.6
38,2018-04-13 05:20:00,2018-04-15 07:40:00,BCHUSD,LONG,735.6,753.87
39,2018-04-15 12:20:00,2018-04-16 22:40:00,BCHUSD,LONG,776.56,758.99
40,2018-04-17 03:40:00,2018-04-17 10:40:00,BCHUSD,LONG,761.97,776.0
41,2018-04-17 11:20:00,2018-04-20 08:40:00,BCHUSD,LONG,779.25,974.245
42,2018-04-20 16:00:00,2018-04-22 00:20:00,BCHUSD,LONG,1080.82,1130.0
43,2018-04-22 21:00:00,2018-04-23 18:00:00,BCHUSD,LONG,1239.0,1368.11
44,2018-04-23 20:20:00,2018-04-25 03:00:00,BCHUSD,LONG,1389.0,1369.72
45,2018-04-26 03:00:00,2018-04-27 02:20:00,BCHUSD,LONG,1354.9,1403.13
46,2018-04-29 01:00:00,2018-04-30 00:00:00,BCHUSD,LONG,1430.0,1435.26
47,2018-04-30 00:40:00,2018-04-30 04:40:00,BCHUSD,LONG,1434.95,1403.0
48,2018-04-30 15:20:00,2018-05-04 05:20:00,BCHUSD,LONG,1384.99,1469.01
49,2018-05-05 02:40:00,2018-05-06 13:40:00,BCHUSD,LONG,1523.8,1710.0
50,2018-05-15 23:20:00,2018-05-16 01:00:00,BCHUSD,LONG,1338.0,1323.0
51,2018-05-17 04:00:00,2018-05-18 09:20:00,BCHUSD,LONG,1310.0,1206.94
52,2018-05-31 09:00:00,2018-05-31 15:20:00,BCHUSD,LONG,1012.0,1004.71
53,2018-05-31 20:20:00,2018-06-09 22:20:00,BCHUSD,LONG,1000.0,1104.2
54,2018-06-21 00:00:00,2018-06-21 06:40:00,BCHUSD,LONG,891.7,895.38
55,2018-06-21 09:40:00,2018-06-23 03:00:00,BCHUSD,LONG,881.58,766.03
56,2018-06-23 15:40:00,2018-06-23 20:40:00,BCHUSD,LONG,749.0,754.3
57,2018-06-26 12:00:00,2018-06-27 07:20:00,BCHUSD,LONG,744.36,699.29
58,2018-06-27 18:20:00,2018-07-06 01:20:00,BCHUSD,LONG,707.46,732.54
59,2018-07-06 18:40:00,2018-07-06 22:00:00,BCHUSD,LONG,726.03,726.5
60,2018-07-06 23:00:00,2018-07-11 20:00:00,BCHUSD,LONG,725.99,696.76
61,2018-07-12 11:40:00,2018-07-20 03:00:00,BCHUSD,LONG,675.97,817.61
62,2018-07-21 02:20:00,2018-07-30 16:40:00,BCHUSD,LONG,763.15,805.24
63,2018-08-01 00:20:00,2018-08-01 12:00:00,BCHUSD,LONG,774.99,761.51
64,2018-08-02 03:40:00,2018-08-02 06:00:00,BCHUSD,LONG,763.61,762.68
65,2018-08-03 05:20:00,2018-08-03 10:00:00,BCHUSD,LONG,711.33,711.72
66,2018-08-03 18:20:00,2018-08-03 23:40:00,BCHUSD,LONG,724.56,724.99
67,2018-08-04 12:20:00,2018-08-05 10:40:00,BCHUSD,LONG,712.64,702.01
68,2018-08-05 18:40:00,2018-08-06 03:00:00,BCHUSD,LONG,697.91,714.515
69,2018-08-06 19:20:00,2018-08-13 04:00:00,BCHUSD,LONG,688.87,573.92
70,2018-08-13 07:20:00,2018-08-13 09:20:00,BCHUSD,LONG,577.03,584.99
71,2018-08-14 11:20:00,2018-08-15 10:00:00,BCHUSD,LONG,485.87,513.22
72,2018-08-15 20:40:00,2018-08-27 16:40:00,BCHUSD,LONG,516.36,530.56
73,2018-08-27 18:20:00,2018-08-30 11:00:00,BCHUSD,LONG,532.08,533.01
74,2018-08-30 13:20:00,2018-08-30 23:00:00,BCHUSD,LONG,531.8,535.23
75,2018-08-31 01:00:00,2018-08-31 07:00:00,BCHUSD,LONG,535.77,538.41
76,2018-09-03 10:00:00,2018-09-04 12:40:00,BCHUSD,LONG,626.75,641.01
77,2018-09-04 18:00:00,2018-09-10 18:40:00,BCHUSD,LONG,638.0,416.04
78,2018-09-12 11:20:00,2018-09-17 23:20:00,BCHUSD,LONG,414.0,417.44
79,2018-09-19 11:00:00,2018-09-19 21:00:00,BCHUSD,LONG,428.7,434.9500000000001
80,2018-09-20 15:00:00,2018-09-21 21:20:00,BCHUSD,LONG,434.975,495.14
81,2018-09-22 04:40:00,2018-09-22 19:00:00,BCHUSD,LONG,487.86,485.81
82,2018-09-23 15:40:00,2018-09-23 21:20:00,BCHUSD,LONG,485.285,485.0
83,2018-09-28 19:20:00,2018-09-30 04:00:00,BCHUSD,LONG,534.25,530.81
84,2018-09-30 04:20:00,2018-09-30 11:00:00,BCHUSD,LONG,531.07,543.91
85,2018-10-02 06:40:00,2018-10-03 06:00:00,BCHUSD,LONG,541.67,513.24
86,2018-10-03 11:00:00,2018-10-04 04:20:00,BCHUSD,LONG,515.16,525.8
87,2018-10-04 18:40:00,2018-10-04 22:40:00,BCHUSD,LONG,516.21,512.67
88,2018-10-05 13:00:00,2018-10-06 00:00:00,BCHUSD,LONG,512.0,517.54
89,2018-10-06 07:20:00,2018-10-09 07:00:00,BCHUSD,LONG,516.46,520.13
90,2018-10-10 06:00:00,2018-10-10 10:00:00,BCHUSD,LONG,508.03,508.26
91,2018-10-11 13:40:00,2018-10-11 23:00:00,BCHUSD,LONG,447.0,437.97
92,2018-10-12 04:40:00,2018-10-12 09:40:00,BCHUSD,LONG,437.04,441.7
93,2018-10-12 11:40:00,2018-10-13 03:00:00,BCHUSD,LONG,442.0,441.22
94,2018-10-29 07:20:00,2018-10-29 11:00:00,BCHUSD,LONG,434.98,432.96
95,2018-10-30 10:40:00,2018-10-30 12:20:00,BCHUSD,LONG,414.68,414.69
96,2018-10-30 15:20:00,2018-10-30 20:00:00,BCHUSD,LONG,415.42,412.33
97,2018-10-31 11:20:00,2018-11-05 14:20:00,BCHUSD,LONG,415.24,570.32
98,2018-11-06 10:40:00,2018-11-07 21:40:00,BCHUSD,LONG,561.81,613.75
99,2018-11-14 00:00:00,2018-11-14 21:40:00,BCHUSD,LONG,503.98,426.02
100,2018-11-15 03:20:00,2018-11-21 16:00:00,BCHUSD,LONG,417.76,258.99
101,2018-11-21 21:20:00,2018-11-22 00:00:00,BCHUSD,LONG,250.42,255.04
102,2018-11-24 00:00:00,2018-11-24 12:40:00,BCHUSD,LONG,204.98,202.8
103,2018-11-24 13:00:00,2018-11-25 08:20:00,BCHUSD,LONG,202.98,164.06
104,2018-11-25 14:20:00,2018-11-25 14:40:00,BCHUSD,LONG,170.34,168.83
105,2018-11-26 23:00:00,2018-12-02 11:40:00,BCHUSD,LONG,173.3,169.23
106,2018-12-03 08:40:00,2018-12-03 11:20:00,BCHUSD,LONG,163.96,163.03
107,2018-12-03 13:20:00,2018-12-04 10:40:00,BCHUSD,LONG,164.32,152.42
108,2018-12-05 03:20:00,2018-12-05 04:00:00,BCHUSD,LONG,140.87,139.51
109,2018-12-11 11:40:00,2018-12-11 19:40:00,BCHUSD,LONG,97.03,94.155
110,2018-12-12 08:40:00,2018-12-20 17:20:00,BCHUSD,LONG,95.45,182.01
111,2019-01-11 00:40:00,2019-01-11 13:40:00,BCHUSD,LONG,133.32,127.75
