,Entry Time,Exit Time,Symbol,Direction,Entry,Exit
0,2018-01-08 05:00:00,2018-01-12 22:20:00,BCHUSD,LONG,2474.58,2601.58
1,2018-01-13 02:40:00,2018-01-18 17:40:00,BCHUSD,LONG,2592.99,1853.44
2,2018-01-18 20:00:00,2018-01-20 00:40:00,BCHUSD,LONG,1878.61,1772.74
3,2018-01-22 03:20:00,2018-01-23 03:40:00,BCHUSD,LONG,1761.92,1628.88
4,2018-01-24 06:00:00,2018-01-24 10:00:00,BCHUSD,LONG,1598.99,1621.87
5,2018-01-24 19:40:00,2018-02-02 19:40:00,BCHUSD,LONG,1630.0,1158.42
6,2018-02-10 13:40:00,2018-02-11 19:20:00,BCHUSD,LONG,1286.0,1252.29
7,2018-02-12 10:40:00,2018-02-13 18:20:00,BCHUSD,LONG,1287.52,1241.67
8,2018-02-16 14:20:00,2018-02-17 11:40:00,BCHUSD,LONG,1494.98,1520.42
9,2018-02-19 19:00:00,2018-02-20 22:20:00,BCHUSD,LONG,1522.0,1473.8
10,2018-02-21 09:00:00,2018-02-21 20:00:00,BCHUSD,LONG,1376.99,1295.55
11,2018-02-25 20:00:00,2018-02-25 20:40:00,BCHUSD,LONG,1168.94,1164.87
12,2018-02-26 21:20:00,2018-02-26 23:20:00,BCHUSD,LONG,1256.84,1247.0
13,2018-02-28 15:00:00,2018-03-02 03:40:00,BCHUSD,LONG,1220.08,1279.01
14,2018-03-03 12:20:00,2018-03-03 18:40:00,BCHUSD,LONG,1283.76,1276.01
15,2018-03-03 22:40:00,2018-03-04 05:20:00,BCHUSD,LONG,1262.08,1239.0
16,2018-03-04 19:00:00,2018-03-04 23:40:00,BCHUSD,LONG,1267.72,1279.79
17,2018-03-05 13:40:00,2018-03-09 01:20:00,BCHUSD,LONG,1276.71,1031.03
18,2018-03-10 12:00:00,2018-03-12 09:40:00,BCHUSD,LONG,1050.75,1124.85
19,2018-03-15 04:20:00,2018-03-15 09:20:00,BCHUSD,LONG,888.61,929.83
20,2018-03-15 12:40:00,2018-03-17 17:00:00,BCHUSD,LONG,937.57,961.96
21,2018-03-19 15:20:00,2018-03-19 17:40:00,BCHUSD,LONG,983.99,956.01
22,2018-03-20 23:40:00,2018-03-22 17:00:00,BCHUSD,LONG,1061.66,1004.0
23,2018-03-23 02:40:00,2018-03-24 20:40:00,BCHUSD,LONG,970.93,1012.1
24,2018-03-26 08:20:00,2018-03-28 04:20:00,BCHUSD,LONG,969.96,878.71
25,2018-03-28 19:20:00,2018-04-06 20:40:00,BCHUSD,LONG,856.4,607.56
26,2018-04-07 14:00:00,2018-04-08 08:00:00,BCHUSD,LONG,627.97,645.74
27,2018-04-08 11:00:00,2018-04-08 16:40:00,BCHUSD,LONG,648.89,650.23
28,2018-04-08 21:00:00,2018-04-09 22:40:00,BCHUSD,LONG,651.09,629.0
29,2018-04-10 05:20:00,2018-04-10 20:40:00,BCHUSD,LONG,639.91,649.25
30,2018-04-11 02:00:00,2018-04-11 12:40:00,BCHUSD,LONG,652.0,648.82
