,Entry Time,Exit Time,Symbol,Direction,Entry,Exit
0,2017-07-02 03:28:00,2017-07-04 06:24:00,BTCUSD,LONG,2405.0,2624.88
1,2017-07-04 07:00:00,2017-07-05 12:00:00,BTCUSD,LONG,2633.51,2562.0
2,2017-07-05 19:12:00,2017-07-06 04:40:00,BTCUSD,LONG,2618.07,2600.0
3,2017-07-06 06:36:00,2017-07-06 08:08:00,BTCUSD,LONG,2601.97,2605.58
4,2017-07-07 04:56:00,2017-07-07 06:08:00,BTCUSD,LONG,2594.8,2576.22
5,2017-07-08 09:20:00,2017-07-10 10:16:00,BTCUSD,LONG,2507.3,2514.86
6,2017-07-10 10:52:00,2017-07-10 16:40:00,BTCUSD,LONG,2510.26,2422.36
7,2017-07-11 09:04:00,2017-07-11 13:12:00,BTCUSD,LONG,2357.72,2358.46
8,2017-07-11 20:48:00,2017-07-12 04:24:00,BTCUSD,LONG,2334.78,2283.11
9,2017-07-12 11:36:00,2017-07-13 04:20:00,BTCUSD,LONG,2356.73,2408.0
10,2017-07-13 09:16:00,2017-07-14 04:28:00,BTCUSD,LONG,2372.67,2324.67
11,2017-07-14 06:40:00,2017-07-14 22:16:00,BTCUSD,LONG,2341.46,2222.78
12,2017-07-15 01:04:00,2017-07-16 01:36:00,BTCUSD,LONG,2215.76,1993.22
13,2017-07-16 23:44:00,2017-07-17 17:32:00,BTCUSD,LONG,1923.16,2115.21
14,2017-07-18 11:08:00,2017-07-19 10:28:00,BTCUSD,LONG,2288.91,2370.56
15,2017-07-19 20:16:00,2017-07-21 06:40:00,BTCUSD,LONG,2223.3,2746.68
16,2017-07-21 23:32:00,2017-07-22 18:16:00,BTCUSD,LONG,2654.88,2809.93
17,2017-07-23 10:48:00,2017-07-25 04:48:00,BTCUSD,LONG,2732.05,2760.34
18,2017-07-25 08:16:00,2017-07-27 10:48:00,BTCUSD,LONG,2670.0,2582.99
19,2017-07-28 21:44:00,2017-07-30 07:12:00,BTCUSD,LONG,2780.6,2644.19
20,2017-07-30 08:00:00,2017-07-30 18:16:00,BTCUSD,LONG,2632.46,2706.02
21,2017-07-30 22:56:00,2017-07-31 02:52:00,BTCUSD,LONG,2719.92,2718.28
22,2017-07-31 06:44:00,2017-07-31 07:32:00,BTCUSD,LONG,2728.77,2740.31
23,2017-08-02 12:32:00,2017-08-04 02:52:00,BTCUSD,LONG,2748.0,2778.35
24,2017-08-04 17:00:00,2017-08-07 23:28:00,BTCUSD,LONG,2839.75,3393.96
25,2017-08-08 00:20:00,2017-08-08 03:36:00,BTCUSD,LONG,3385.75,3442.0
26,2017-08-08 05:12:00,2017-08-08 21:16:00,BTCUSD,LONG,3466.67,3417.0
