,Entry Time,Exit Time,Symbol,Direction,Entry,Exit
0,2017-07-01 10:18:00,2017-07-01 20:15:00,BTCUSD,LONG,2493.8,2431.56
1,2017-07-02 10:57:00,2017-07-03 08:12:00,BTCUSD,LONG,2438.19,2485.14
2,2017-07-03 18:45:00,2017-07-03 19:42:00,BTCUSD,LONG,2528.42,2549.99
3,2017-07-04 09:48:00,2017-07-04 20:54:00,BTCUSD,LONG,2608.92,2583.9
4,2017-07-05 05:09:00,2017-07-05 07:45:00,BTCUSD,LONG,2567.38,2558.6
5,2017-07-05 19:12:00,2017-07-07 07:09:00,BTCUSD,LONG,2618.0,2570.99
6,2017-07-08 01:39:00,2017-07-08 02:12:00,BTCUSD,LONG,2477.03,2488.01
7,2017-07-08 04:51:00,2017-07-08 09:57:00,BTCUSD,LONG,2523.98,2524.09
8,2017-07-08 11:33:00,2017-07-08 23:45:00,BTCUSD,LONG,2510.56,2560.14
9,2017-07-09 00:00:00,2017-07-10 02:45:00,BTCUSD,LONG,2568.88,2519.08
10,2017-07-10 04:36:00,2017-07-10 08:06:00,BTCUSD,LONG,2511.24,2513.4
11,2017-07-10 08:30:00,2017-07-10 18:06:00,BTCUSD,LONG,2515.01,2398.6
12,2017-07-11 01:24:00,2017-07-12 00:15:00,BTCUSD,LONG,2361.43,2297.64
13,2017-07-12 03:18:00,2017-07-13 01:18:00,BTCUSD,LONG,2283.71,2381.22
14,2017-07-13 12:42:00,2017-07-16 00:48:00,BTCUSD,LONG,2381.95,1953.84
15,2017-07-16 23:09:00,2017-07-19 06:21:00,BTCUSD,LONG,1910.54,2367.22
16,2017-07-19 13:27:00,2017-07-20 03:18:00,BTCUSD,LONG,2294.16,2319.48
17,2017-07-20 10:18:00,2017-07-21 15:18:00,BTCUSD,LONG,2335.83,2730.0
18,2017-07-21 18:21:00,2017-07-22 00:51:00,BTCUSD,LONG,2681.97,2672.13
19,2017-07-22 01:45:00,2017-07-22 08:03:00,BTCUSD,LONG,2729.81,2779.66
20,2017-07-22 18:36:00,2017-07-24 07:42:00,BTCUSD,LONG,2813.97,2752.87
21,2017-07-25 02:12:00,2017-07-25 02:51:00,BTCUSD,LONG,2761.84,2753.34
22,2017-07-26 02:54:00,2017-07-26 12:48:00,BTCUSD,LONG,2511.21,2501.18
23,2017-07-27 19:06:00,2017-07-27 21:33:00,BTCUSD,LONG,2561.73,2646.99
24,2017-07-28 03:06:00,2017-07-28 19:15:00,BTCUSD,LONG,2676.61,2735.0
25,2017-07-29 13:24:00,2017-07-29 20:00:00,BTCUSD,LONG,2693.23,2740.01
26,2017-07-29 20:12:00,2017-07-30 00:12:00,BTCUSD,LONG,2733.1,2721.27
27,2017-07-30 01:54:00,2017-07-31 08:36:00,BTCUSD,LONG,2700.66,2749.99
28,2017-07-31 10:33:00,2017-07-31 17:36:00,BTCUSD,LONG,2749.4,2778.2
29,2017-07-31 22:06:00,2017-08-01 07:21:00,BTCUSD,LONG,2847.85,2799.5
30,2017-08-01 13:33:00,2017-08-02 00:42:00,BTCUSD,LONG,2679.95,2702.4
31,2017-08-03 21:57:00,2017-08-04 16:15:00,BTCUSD,LONG,2779.99,2868.31
32,2017-08-08 00:21:00,2017-08-08 17:54:00,BTCUSD,LONG,3385.75,3393.7
33,2017-08-08 18:51:00,2017-08-08 21:39:00,BTCUSD,LONG,3375.0,3415.46
34,2017-08-09 02:30:00,2017-08-09 03:48:00,BTCUSD,LONG,3381.01,3387.19
35,2017-08-09 09:21:00,2017-08-09 11:21:00,BTCUSD,LONG,3372.97,3300.0
36,2017-08-09 15:15:00,2017-08-09 16:42:00,BTCUSD,LONG,3273.0,3305.0
37,2017-08-10 01:18:00,2017-08-10 04:12:00,BTCUSD,LONG,3349.73,3325.55
38,2017-08-10 04:42:00,2017-08-10 13:54:00,BTCUSD,LONG,3341.0,3399.01
39,2017-08-10 15:21:00,2017-08-10 16:30:00,BTCUSD,LONG,3432.0,3436.16
40,2017-08-10 19:24:00,2017-08-11 14:36:00,BTCUSD,LONG,3424.08,3542.92
41,2017-08-11 16:42:00,2017-08-12 00:00:00,BTCUSD,LONG,3525.45,3655.01
