,Entry Time,Exit Time,Symbol,Direction,Entry,Exit
0,2017-08-30 15:16:00,2017-08-30 18:52:00,BTCUSD,LONG,4549.9,4579.78
1,2017-08-30 21:56:00,2017-08-31 10:48:00,BTCUSD,LONG,4578.0,4670.0
2,2017-08-31 11:24:00,2017-08-31 14:08:00,BTCUSD,LONG,4676.3,4722.89
3,2017-08-31 23:32:00,2017-09-02 03:04:00,BTCUSD,LONG,4742.8,4924.22
4,2017-09-02 12:40:00,2017-09-02 15:24:00,BTCUSD,LONG,4680.99,4584.34
5,2017-09-02 17:56:00,2017-09-03 03:04:00,BTCUSD,LONG,4675.0,4675.71
6,2017-09-03 04:00:00,2017-09-03 10:48:00,BTCUSD,LONG,4670.78,4639.0
7,2017-09-03 14:28:00,2017-09-03 15:28:00,BTCUSD,LONG,4568.68,4559.0
8,2017-09-04 00:44:00,2017-09-05 13:44:00,BTCUSD,LONG,4598.51,4455.0
9,2017-09-05 16:24:00,2017-09-05 21:48:00,BTCUSD,LONG,4365.0,4422.48
10,2017-09-06 00:04:00,2017-09-06 14:48:00,BTCUSD,LONG,4438.04,4599.05
11,2017-09-06 15:20:00,2017-09-06 22:44:00,BTCUSD,LONG,4640.0,4609.34
12,2017-09-07 01:24:00,2017-09-07 01:44:00,BTCUSD,LONG,4542.82,4521.43
13,2017-09-07 02:08:00,2017-09-07 05:08:00,BTCUSD,LONG,4514.61,4564.77
14,2017-09-07 08:48:00,2017-09-08 00:04:00,BTCUSD,LONG,4535.0,4618.0
15,2017-09-08 05:24:00,2017-09-09 01:16:00,BTCUSD,LONG,4609.06,4383.02
16,2017-09-09 02:52:00,2017-09-09 13:00:00,BTCUSD,LONG,4320.0,4358.91
17,2017-09-09 15:28:00,2017-09-09 17:24:00,BTCUSD,LONG,4302.23,4241.01
18,2017-09-10 01:44:00,2017-09-10 05:00:00,BTCUSD,LONG,4309.97,4255.01
19,2017-09-10 11:44:00,2017-09-10 12:04:00,BTCUSD,LONG,4225.1,4250.0
20,2017-09-10 14:08:00,2017-09-10 14:20:00,BTCUSD,LONG,4179.73,4150.0
21,2017-09-10 17:36:00,2017-09-10 20:48:00,BTCUSD,LONG,4339.0,4290.22
22,2017-09-10 21:40:00,2017-09-11 05:44:00,BTCUSD,LONG,4269.0,4124.73
23,2017-09-11 05:48:00,2017-09-11 20:04:00,BTCUSD,LONG,4138.02,4193.2
24,2017-09-11 21:00:00,2017-09-12 07:00:00,BTCUSD,LONG,4191.99,4357.0
25,2017-09-12 14:36:00,2017-09-12 18:32:00,BTCUSD,LONG,4283.1,4104.0
26,2017-09-12 20:56:00,2017-09-13 03:32:00,BTCUSD,LONG,4179.95,3983.01
27,2017-09-13 04:40:00,2017-09-13 05:12:00,BTCUSD,LONG,3973.55,4009.48
28,2017-09-13 08:08:00,2017-09-13 12:24:00,BTCUSD,LONG,3938.86,3802.33
