,Entry Time,Exit Time,Symbol,Direction,Entry,Exit
0,2018-04-05 13:58:00,2018-04-05 14:04:00,BCHUSD,LONG,635.99,635.2
1,2018-04-05 14:34:00,2018-04-05 14:50:00,BCHUSD,LONG,641.32,640.23
2,2018-04-05 15:36:00,2018-04-05 15:44:00,BCHUSD,LONG,635.45,634.94
3,2018-04-05 16:20:00,2018-04-05 16:44:00,BCHUSD,LONG,625.3,633.17
4,2018-04-05 18:04:00,2018-04-05 18:36:00,BCHUSD,LONG,633.54,632.78
5,2018-04-05 19:22:00,2018-04-05 19:26:00,BCHUSD,LONG,636.66,636.04
6,2018-04-05 20:38:00,2018-04-05 22:12:00,BCHUSD,LONG,640.93,638.61
7,2018-04-05 22:50:00,2018-04-05 23:44:00,BCHUSD,LONG,643.2,643.64
8,2018-04-06 03:08:00,2018-04-06 03:44:00,BCHUSD,LONG,635.85,639.63
9,2018-04-06 06:44:00,2018-04-06 06:54:00,BCHUSD,LONG,621.53,619.27
10,2018-04-06 06:58:00,2018-04-06 08:04:00,BCHUSD,LONG,622.01,618.21
11,2018-04-06 10:42:00,2018-04-06 12:22:00,BCHUSD,LONG,609.49,608.7
12,2018-04-06 13:04:00,2018-04-06 13:44:00,BCHUSD,LONG,609.13,607.23
13,2018-04-06 15:00:00,2018-04-06 15:56:00,BCHUSD,LONG,608.0,605.13
14,2018-04-06 16:34:00,2018-04-06 17:30:00,BCHUSD,LONG,607.86,606.57
15,2018-04-06 18:02:00,2018-04-06 18:04:00,BCHUSD,LONG,607.36,606.71
16,2018-04-06 18:34:00,2018-04-06 19:48:00,BCHUSD,LONG,607.31,605.35
17,2018-04-06 20:40:00,2018-04-06 21:40:00,BCHUSD,LONG,608.5,608.68
18,2018-04-06 23:00:00,2018-04-07 00:46:00,BCHUSD,LONG,606.07,610.8
19,2018-04-07 01:56:00,2018-04-07 02:56:00,BCHUSD,LONG,627.89,629.95
20,2018-04-07 03:58:00,2018-04-07 05:14:00,BCHUSD,LONG,630.11,635.51
21,2018-04-07 07:48:00,2018-04-07 08:08:00,BCHUSD,LONG,632.75,633.38
22,2018-04-07 10:24:00,2018-04-07 11:20:00,BCHUSD,LONG,630.73,629.5
23,2018-04-07 11:46:00,2018-04-07 13:06:00,BCHUSD,LONG,629.68,630.4
24,2018-04-07 14:12:00,2018-04-07 15:04:00,BCHUSD,LONG,627.85,629.99
25,2018-04-07 15:08:00,2018-04-07 15:36:00,BCHUSD,LONG,630.61,639.48
26,2018-04-07 15:42:00,2018-04-07 16:00:00,BCHUSD,LONG,641.19,649.16
27,2018-04-07 16:02:00,2018-04-07 16:26:00,BCHUSD,LONG,651.58,651.5
28,2018-04-07 18:22:00,2018-04-07 19:10:00,BCHUSD,LONG,647.25,647.16
29,2018-04-07 19:12:00,2018-04-07 19:40:00,BCHUSD,LONG,647.44,647.06
30,2018-04-07 19:46:00,2018-04-07 20:34:00,BCHUSD,LONG,648.21,648.94
31,2018-04-07 20:40:00,2018-04-07 21:14:00,BCHUSD,LONG,649.99,648.2
32,2018-04-07 21:54:00,2018-04-07 22:48:00,BCHUSD,LONG,647.0,644.77
33,2018-04-07 23:56:00,2018-04-08 01:06:00,BCHUSD,LONG,640.56,645.76
34,2018-04-08 01:20:00,2018-04-08 02:46:00,BCHUSD,LONG,641.62,644.04
35,2018-04-08 03:00:00,2018-04-08 11:22:00,BCHUSD,LONG,644.86,648.62
36,2018-04-08 12:28:00,2018-04-08 14:16:00,BCHUSD,LONG,658.9,655.96
37,2018-04-08 14:34:00,2018-04-08 14:56:00,BCHUSD,LONG,655.96,653.63
38,2018-04-08 15:10:00,2018-04-08 16:00:00,BCHUSD,LONG,654.19,654.17
39,2018-04-08 17:22:00,2018-04-08 17:50:00,BCHUSD,LONG,646.39,647.27
40,2018-04-08 18:14:00,2018-04-08 18:54:00,BCHUSD,LONG,648.1,652.36
41,2018-04-08 19:42:00,2018-04-08 21:52:00,BCHUSD,LONG,653.49,650.61
42,2018-04-08 22:44:00,2018-04-09 00:56:00,BCHUSD,LONG,657.18,659.08
43,2018-04-09 01:44:00,2018-04-09 02:28:00,BCHUSD,LONG,670.2,675.01
44,2018-04-09 03:10:00,2018-04-09 03:46:00,BCHUSD,LONG,668.3,668.72
45,2018-04-09 04:18:00,2018-04-09 04:28:00,BCHUSD,LONG,671.6,673.27
46,2018-04-09 04:50:00,2018-04-09 05:20:00,BCHUSD,LONG,670.43,671.1
47,2018-04-09 05:48:00,2018-04-09 05:52:00,BCHUSD,LONG,671.72,670.91
48,2018-04-09 09:14:00,2018-04-09 09:24:00,BCHUSD,LONG,676.94,674.18
49,2018-04-09 09:48:00,2018-04-09 09:50:00,BCHUSD,LONG,678.23,678.64
50,2018-04-09 12:32:00,2018-04-09 13:18:00,BCHUSD,LONG,636.36,635.93
51,2018-04-09 14:20:00,2018-04-09 14:22:00,BCHUSD,LONG,636.98,636.79
52,2018-04-09 14:56:00,2018-04-09 15:44:00,BCHUSD,LONG,636.99,636.0
53,2018-04-09 16:56:00,2018-04-09 18:22:00,BCHUSD,LONG,638.38,638.1
54,2018-04-09 21:48:00,2018-04-09 21:52:00,BCHUSD,LONG,634.78,633.22
55,2018-04-09 22:54:00,2018-04-09 23:50:00,BCHUSD,LONG,629.98,636.93
56,2018-04-10 02:08:00,2018-04-10 02:28:00,BCHUSD,LONG,634.86,635.99
57,2018-04-10 03:08:00,2018-04-10 03:52:00,BCHUSD,LONG,636.84,640.24
58,2018-04-10 04:00:00,2018-04-10 04:08:00,BCHUSD,LONG,641.28,641.1
59,2018-04-10 04:42:00,2018-04-10 05:12:00,BCHUSD,LONG,638.85,637.27
60,2018-04-10 07:02:00,2018-04-10 09:18:00,BCHUSD,LONG,632.93,634.91
61,2018-04-10 10:12:00,2018-04-10 11:44:00,BCHUSD,LONG,631.87,637.09
62,2018-04-10 12:00:00,2018-04-10 12:44:00,BCHUSD,LONG,635.16,637.4
63,2018-04-10 13:18:00,2018-04-10 13:48:00,BCHUSD,LONG,637.49,637.39
64,2018-04-10 15:14:00,2018-04-10 18:04:00,BCHUSD,LONG,643.53,658.75
65,2018-04-10 19:58:00,2018-04-10 20:22:00,BCHUSD,LONG,652.79,651.55
66,2018-04-10 20:40:00,2018-04-10 21:32:00,BCHUSD,LONG,651.04,649.28
67,2018-04-10 22:24:00,2018-04-11 00:24:00,BCHUSD,LONG,650.4,652.56
68,2018-04-11 00:26:00,2018-04-11 00:52:00,BCHUSD,LONG,652.57,655.13
69,2018-04-11 01:10:00,2018-04-11 02:34:00,BCHUSD,LONG,654.55,654.71
70,2018-04-11 04:22:00,2018-04-11 04:48:00,BCHUSD,LONG,649.81,649.67
71,2018-04-11 04:50:00,2018-04-11 06:10:00,BCHUSD,LONG,649.96,649.47
72,2018-04-11 06:44:00,2018-04-11 07:00:00,BCHUSD,LONG,652.86,653.22
73,2018-04-11 10:18:00,2018-04-11 11:14:00,BCHUSD,LONG,650.36,650.5
74,2018-04-11 12:32:00,2018-04-11 14:02:00,BCHUSD,LONG,648.86,651.6
75,2018-04-11 14:54:00,2018-04-11 15:38:00,BCHUSD,LONG,652.88,652.8
76,2018-04-11 17:46:00,2018-04-11 18:26:00,BCHUSD,LONG,651.3,650.5
77,2018-04-11 18:28:00,2018-04-11 18:58:00,BCHUSD,LONG,650.75,649.29
78,2018-04-11 19:04:00,2018-04-11 19:40:00,BCHUSD,LONG,649.98,649.87
79,2018-04-11 19:44:00,2018-04-11 20:12:00,BCHUSD,LONG,649.9,650.8
80,2018-04-11 20:22:00,2018-04-11 20:44:00,BCHUSD,LONG,652.0,650.86
81,2018-04-11 23:14:00,2018-04-12 05:56:00,BCHUSD,LONG,653.06,677.26
82,2018-04-12 07:12:00,2018-04-12 08:06:00,BCHUSD,LONG,661.19,660.28
83,2018-04-12 08:58:00,2018-04-12 10:22:00,BCHUSD,LONG,666.6,664.35
84,2018-04-12 10:44:00,2018-04-12 11:24:00,BCHUSD,LONG,672.29,708.89
85,2018-04-12 13:04:00,2018-04-12 13:06:00,BCHUSD,LONG,708.99,707.98
86,2018-04-12 14:02:00,2018-04-12 15:36:00,BCHUSD,LONG,707.5,706.19
87,2018-04-12 17:26:00,2018-04-12 18:18:00,BCHUSD,LONG,709.22,706.99
88,2018-04-12 18:34:00,2018-04-12 19:10:00,BCHUSD,LONG,705.08,707.81
89,2018-04-12 20:22:00,2018-04-12 20:56:00,BCHUSD,LONG,714.145,710.7
90,2018-04-12 21:10:00,2018-04-12 21:50:00,BCHUSD,LONG,711.0,726.855
91,2018-04-12 22:22:00,2018-04-12 23:46:00,BCHUSD,LONG,713.735,733.37
