,Entry Time,Exit Time,Symbol,Direction,Entry,Exit
0,2017-08-30 00:36:00,2017-08-30 06:14:00,ETHUSD,LONG,369.35,385.46
1,2017-08-30 06:42:00,2017-08-30 10:06:00,ETHUSD,LONG,389.3,370.09
2,2017-08-30 11:06:00,2017-08-30 13:06:00,ETHUSD,LONG,376.3,380.62
3,2017-08-30 14:12:00,2017-08-30 14:20:00,ETHUSD,LONG,378.88,378.97
4,2017-08-30 14:26:00,2017-08-30 15:12:00,ETHUSD,LONG,379.0,377.84
5,2017-08-30 23:48:00,2017-08-31 06:38:00,ETHUSD,LONG,384.1,383.88
6,2017-08-31 08:36:00,2017-08-31 10:02:00,ETHUSD,LONG,382.15,383.89
7,2017-08-31 10:28:00,2017-08-31 15:32:00,ETHUSD,LONG,384.6,388.11
8,2017-08-31 17:02:00,2017-08-31 17:08:00,ETHUSD,LONG,388.55,388.62
9,2017-08-31 17:52:00,2017-08-31 19:32:00,ETHUSD,LONG,388.55,388.01
10,2017-08-31 20:46:00,2017-09-01 02:24:00,ETHUSD,LONG,387.85,394.9
11,2017-09-01 08:02:00,2017-09-01 11:38:00,ETHUSD,LONG,392.13,393.98
12,2017-09-01 12:20:00,2017-09-01 14:02:00,ETHUSD,LONG,394.18,394.49
13,2017-09-01 15:52:00,2017-09-01 16:56:00,ETHUSD,LONG,393.3,392.9
14,2017-09-01 18:16:00,2017-09-01 18:58:00,ETHUSD,LONG,395.28,391.53
15,2017-09-01 19:38:00,2017-09-02 02:30:00,ETHUSD,LONG,392.03,387.0
16,2017-09-02 04:22:00,2017-09-02 05:14:00,ETHUSD,LONG,379.99,367.42
17,2017-09-02 06:06:00,2017-09-02 12:12:00,ETHUSD,LONG,365.0,365.95
18,2017-09-02 15:26:00,2017-09-02 18:50:00,ETHUSD,LONG,344.84,354.29
19,2017-09-02 22:26:00,2017-09-03 01:18:00,ETHUSD,LONG,343.45,363.16
20,2017-09-03 01:28:00,2017-09-03 10:02:00,ETHUSD,LONG,361.44,353.53
21,2017-09-03 10:34:00,2017-09-03 13:54:00,ETHUSD,LONG,353.23,347.48
22,2017-09-03 17:34:00,2017-09-03 18:14:00,ETHUSD,LONG,354.3,352.73
23,2017-09-03 18:18:00,2017-09-03 19:10:00,ETHUSD,LONG,351.92,352.62
24,2017-09-03 20:40:00,2017-09-03 21:28:00,ETHUSD,LONG,349.99,347.94
25,2017-09-03 23:04:00,2017-09-04 02:32:00,ETHUSD,LONG,351.81,346.0
26,2017-09-04 04:48:00,2017-09-04 05:40:00,ETHUSD,LONG,347.42,346.93
27,2017-09-04 09:24:00,2017-09-04 10:30:00,ETHUSD,LONG,313.0,324.99
28,2017-09-04 13:16:00,2017-09-04 13:32:00,ETHUSD,LONG,306.7,311.53
29,2017-09-04 13:44:00,2017-09-04 14:30:00,ETHUSD,LONG,309.9,305.0
30,2017-09-04 17:20:00,2017-09-04 19:14:00,ETHUSD,LONG,298.8,319.11
31,2017-09-04 22:24:00,2017-09-05 00:06:00,ETHUSD,LONG,322.4,315.01
32,2017-09-05 00:38:00,2017-09-05 08:42:00,ETHUSD,LONG,312.43,311.13
33,2017-09-05 10:38:00,2017-09-05 14:10:00,ETHUSD,LONG,308.92,316.8
34,2017-09-05 15:10:00,2017-09-05 23:46:00,ETHUSD,LONG,311.0,322.32
35,2017-09-06 04:04:00,2017-09-06 04:24:00,ETHUSD,LONG,332.79,329.57
36,2017-09-06 06:20:00,2017-09-06 08:00:00,ETHUSD,LONG,326.87,336.0
37,2017-09-06 10:28:00,2017-09-06 12:22:00,ETHUSD,LONG,339.0,343.0
38,2017-09-06 22:46:00,2017-09-06 23:52:00,ETHUSD,LONG,336.8,339.35
39,2017-09-07 09:34:00,2017-09-07 11:12:00,ETHUSD,LONG,329.98,328.96
40,2017-09-07 11:50:00,2017-09-07 13:42:00,ETHUSD,LONG,331.15,334.8
41,2017-09-07 14:14:00,2017-09-07 14:52:00,ETHUSD,LONG,335.99,335.71
42,2017-09-07 20:20:00,2017-09-08 10:28:00,ETHUSD,LONG,333.6,332.66
43,2017-09-08 12:10:00,2017-09-08 14:10:00,ETHUSD,LONG,332.49,305.0
44,2017-09-08 14:44:00,2017-09-08 15:58:00,ETHUSD,LONG,308.9,313.0
45,2017-09-08 17:26:00,2017-09-08 20:00:00,ETHUSD,LONG,312.43,296.0
46,2017-09-08 20:54:00,2017-09-08 21:32:00,ETHUSD,LONG,299.59,295.09
47,2017-09-08 22:48:00,2017-09-09 01:14:00,ETHUSD,LONG,308.88,310.05
48,2017-09-09 03:02:00,2017-09-09 06:26:00,ETHUSD,LONG,305.43,309.53
49,2017-09-09 09:38:00,2017-09-09 13:06:00,ETHUSD,LONG,304.99,307.8
50,2017-09-09 17:52:00,2017-09-09 19:02:00,ETHUSD,LONG,299.32,295.0
51,2017-09-09 22:22:00,2017-09-09 22:52:00,ETHUSD,LONG,302.5,304.68
52,2017-09-10 00:02:00,2017-09-10 02:04:00,ETHUSD,LONG,304.28,302.3
53,2017-09-10 02:22:00,2017-09-10 03:08:00,ETHUSD,LONG,300.22,299.84
54,2017-09-10 03:42:00,2017-09-10 06:26:00,ETHUSD,LONG,297.85,291.55
55,2017-09-10 07:48:00,2017-09-10 08:54:00,ETHUSD,LONG,292.45,293.85
